document_number,fiscal_year,fiscal_period,company_code,company_name,profit_center,profit_center_description,customer_id,product_id,revenue,cost,currency,source_updated_at
DOC0000000513,2025,9,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000227,MAT00067,52981.00,38167.10,ARS,2026-05-28T08:33:00Z
DOC0000000514,2025,10,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000471,MAT00033,38822.16,31076.74,ARS,2026-05-29T08:34:00Z
DOC0000000515,2025,11,AR01,Compañía Modelo Argentina,PC300,Exportación,C000225,MAT00077,66920.77,46262.70,ARS,2026-05-30T08:35:00Z
DOC0000000516,2025,12,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000435,MAT00101,30888.08,18378.64,UYU,2026-05-31T08:36:00Z
DOC0000000517,2025,1,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000481,MAT00109,42212.88,31098.41,UYU,2026-06-01T08:37:00Z
DOC0000000518,2025,2,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000481,MAT00094,60939.82,44093.25,UYU,2026-06-02T08:38:00Z
DOC0000000519,2025,3,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000385,MAT00063,16950.74,11671.68,UYU,2026-06-03T08:39:00Z
DOC0000000520,2025,4,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000457,MAT00046,51973.51,34182.69,UYU,2026-06-04T08:40:00Z
DOC0000000521,2025,5,AR01,Compañía Modelo Argentina,PC300,Exportación,C000281,MAT00099,39315.80,27415.67,ARS,2026-06-05T08:41:00Z
DOC0000000522,2025,6,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000089,MAT00008,63475.21,45086.95,UYU,2026-06-06T08:42:00Z
DOC0000000523,2025,7,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000484,MAT00019,23239.49,15344.42,ARS,2026-06-07T08:43:00Z
DOC0000000524,2025,8,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000143,MAT00094,46580.96,40390.44,UYU,2026-06-08T08:44:00Z
DOC0000000525,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000109,MAT00029,25392.42,20884.51,UYU,2026-06-09T08:45:00Z
DOC0000000526,2025,10,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000408,MAT00097,6600.20,4290.41,ARS,2026-06-10T08:46:00Z
DOC0000000527,2025,11,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000387,MAT00009,55125.37,35295.24,ARS,2026-06-11T08:47:00Z
DOC0000000528,2025,12,AR01,Compañía Modelo Argentina,PC300,Exportación,C000076,MAT00103,46660.55,34065.13,ARS,2026-06-12T08:48:00Z
DOC0000000529,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000176,MAT00102,15650.35,10477.75,ARS,2026-06-13T08:49:00Z
DOC0000000530,2025,2,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000370,MAT00049,16073.05,11689.59,ARS,2026-06-14T08:50:00Z
DOC0000000531,2025,3,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000467,MAT00074,64485.13,51195.98,UYU,2026-06-15T08:51:00Z
DOC0000000532,2025,4,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000406,MAT00016,72377.27,51764.20,ARS,2026-06-16T08:52:00Z
DOC0000000533,2025,5,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000479,MAT00029,8778.14,6663.52,ARS,2026-06-17T08:53:00Z
DOC0000000534,2025,6,AR01,Compañía Modelo Argentina,PC300,Exportación,C000122,MAT00029,54721.45,35298.45,ARS,2026-06-18T08:54:00Z
DOC0000000535,2025,7,AR01,Compañía Modelo Argentina,PC300,Exportación,C000213,MAT00087,71547.66,43008.44,ARS,2026-06-19T08:55:00Z
DOC0000000536,2025,8,AR01,Compañía Modelo Argentina,PC300,Exportación,C000491,MAT00007,6572.27,5661.13,ARS,2026-06-20T08:56:00Z
DOC0000000537,2025,9,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000126,MAT00120,65218.34,52166.48,ARS,2026-06-21T08:57:00Z
DOC0000000538,2025,10,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000140,MAT00035,57951.16,40931.61,ARS,2026-06-22T08:58:00Z
DOC0000000539,2025,11,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000242,MAT00053,42688.23,28072.82,ARS,2026-06-23T08:59:00Z
DOC0000000540,2025,12,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000467,MAT00103,7780.74,6515.17,UYU,2026-06-24T09:00:00Z
DOC0000000541,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000055,MAT00022,26969.87,20829.69,ARS,2026-06-25T09:01:00Z
DOC0000000542,2025,2,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000013,MAT00048,6600.59,3940.03,ARS,2026-06-26T09:02:00Z
DOC0000000543,2025,3,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000454,MAT00081,40104.96,30740.49,UYU,2026-06-27T09:03:00Z
DOC0000000544,2025,4,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000293,MAT00047,32421.28,27158.93,ARS,2026-06-28T09:04:00Z
DOC0000000545,2025,5,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000012,MAT00088,60664.75,48103.55,ARS,2026-06-29T09:05:00Z
DOC0000000546,2025,6,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000170,MAT00064,38498.93,24029.37,UYU,2026-06-30T09:06:00Z
DOC0000000547,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000144,MAT00018,13353.61,9675.31,UYU,2026-07-01T09:07:00Z
DOC0000000548,2025,8,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000409,MAT00085,49884.67,30642.74,UYU,2026-07-02T09:08:00Z
DOC0000000549,2025,9,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000475,MAT00064,61415.71,46806.84,ARS,2026-07-03T09:09:00Z
DOC0000000550,2025,10,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000494,MAT00029,35583.35,31126.94,UYU,2026-07-04T09:10:00Z
DOC0000000551,2025,11,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000400,MAT00090,62836.42,53135.25,UYU,2026-07-05T09:11:00Z
DOC0000000552,2025,12,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000117,MAT00101,7535.07,6331.24,ARS,2026-07-06T09:12:00Z
DOC0000000553,2025,1,AR01,Compañía Modelo Argentina,PC300,Exportación,C000287,MAT00035,12546.65,8218.48,ARS,2026-07-07T09:13:00Z
DOC0000000554,2025,2,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000088,MAT00106,5683.57,3468.08,UYU,2026-07-08T09:14:00Z
DOC0000000555,2025,3,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000203,MAT00092,21603.91,15011.30,ARS,2026-07-09T09:15:00Z
DOC0000000556,2025,4,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000252,MAT00098,8435.46,5205.99,UYU,2026-07-10T09:16:00Z
DOC0000000557,2025,5,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000356,MAT00063,10467.28,7728.18,UYU,2026-07-11T09:17:00Z
DOC0000000558,2025,6,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000197,MAT00037,32319.66,22620.26,ARS,2026-07-12T09:18:00Z
DOC0000000559,2025,7,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000490,MAT00038,38031.08,30129.37,ARS,2026-07-13T09:19:00Z
DOC0000000560,2025,8,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000284,MAT00022,60610.81,49784.46,UYU,2026-07-14T09:20:00Z
DOC0000000561,2025,9,AR01,Compañía Modelo Argentina,PC300,Exportación,C000446,MAT00055,24475.63,14796.72,ARS,2026-07-15T09:21:00Z
DOC0000000562,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000414,MAT00065,11811.94,10341.37,UYU,2026-07-16T09:22:00Z
DOC0000000563,2025,11,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000135,MAT00005,26314.67,20168.56,UYU,2026-07-17T09:23:00Z
DOC0000000564,2025,12,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000222,MAT00019,51739.48,31814.36,UYU,2026-07-18T09:24:00Z
DOC0000000565,2025,1,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000137,MAT00049,43586.89,36432.92,UYU,2026-07-19T09:25:00Z
DOC0000000566,2025,2,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000314,MAT00031,13229.95,9844.70,UYU,2026-07-20T09:26:00Z
DOC0000000567,2025,3,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000351,MAT00008,5176.51,4141.32,UYU,2026-07-21T09:27:00Z
DOC0000000568,2025,4,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000126,MAT00059,17398.86,11331.13,UYU,2026-07-22T09:28:00Z
DOC0000000569,2025,5,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000393,MAT00090,47220.15,34180.81,UYU,2026-07-23T09:29:00Z
DOC0000000570,2025,6,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000322,MAT00087,17493.19,12164.43,UYU,2026-07-24T09:30:00Z
DOC0000000571,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000425,MAT00041,21690.70,13579.86,UYU,2026-07-25T09:31:00Z
DOC0000000572,2025,8,AR01,Compañía Modelo Argentina,PC300,Exportación,C000220,MAT00077,37765.02,28136.64,ARS,2026-07-26T09:32:00Z
DOC0000000573,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000395,MAT00061,10367.50,8258.30,UYU,2026-07-27T09:33:00Z
DOC0000000574,2025,10,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000415,MAT00034,18566.84,14013.37,ARS,2026-07-28T09:34:00Z
DOC0000000575,2025,11,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000462,MAT00069,36434.31,28880.44,ARS,2026-07-29T09:35:00Z
DOC0000000576,2025,12,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000464,MAT00090,29974.72,25615.20,ARS,2026-07-30T09:36:00Z
DOC0000000577,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000391,MAT00077,30324.24,21019.44,ARS,2026-07-31T09:37:00Z
DOC0000000578,2025,2,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000162,MAT00063,38805.23,25886.71,ARS,2026-08-01T09:38:00Z
DOC0000000579,2025,3,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000348,MAT00058,24465.96,14202.16,ARS,2026-08-02T09:39:00Z
DOC0000000580,2025,4,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000216,MAT00063,41289.22,26424.54,UYU,2026-08-03T09:40:00Z
DOC0000000581,2025,5,AR01,Compañía Modelo Argentina,PC300,Exportación,C000470,MAT00035,9668.90,7620.48,ARS,2026-08-04T09:41:00Z
DOC0000000582,2025,6,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000365,MAT00072,15415.30,10509.15,ARS,2026-08-05T09:42:00Z
DOC0000000583,2025,7,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000328,MAT00063,39419.76,26710.41,ARS,2026-08-06T09:43:00Z
DOC0000000584,2025,8,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000062,MAT00056,69413.21,49704.94,UYU,2026-08-07T09:44:00Z
DOC0000000585,2025,9,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000452,MAT00112,46998.46,39679.59,UYU,2026-08-08T09:45:00Z
DOC0000000586,2025,10,AR01,Compañía Modelo Argentina,PC300,Exportación,C000414,MAT00089,33015.99,24490.23,ARS,2026-08-09T09:46:00Z
DOC0000000587,2025,11,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000461,MAT00111,2387.38,2045.48,UYU,2026-08-10T09:47:00Z
DOC0000000588,2025,12,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000248,MAT00091,44679.48,26959.85,ARS,2026-08-11T09:48:00Z
DOC0000000589,2025,1,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000412,MAT00057,26057.68,18394.35,ARS,2026-08-12T09:49:00Z
DOC0000000590,2025,2,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000171,MAT00054,67055.36,42945.98,UYU,2026-08-13T09:50:00Z
DOC0000000591,2025,3,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000046,MAT00101,31558.65,27669.56,UYU,2026-08-14T09:51:00Z
DOC0000000592,2025,4,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000411,MAT00118,63989.41,46439.55,UYU,2026-08-15T09:52:00Z
DOC0000000593,2025,5,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000213,MAT00049,70865.28,45555.59,UYU,2026-08-16T09:53:00Z
DOC0000000594,2025,6,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000154,MAT00003,38162.52,23524.04,UYU,2026-08-17T09:54:00Z
DOC0000000595,2025,7,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000045,MAT00014,54713.99,41989.81,ARS,2026-08-18T09:55:00Z
DOC0000000596,2025,8,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000283,MAT00089,21376.91,15800.06,ARS,2026-08-19T09:56:00Z
DOC0000000597,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000122,MAT00076,55476.47,42353.35,UYU,2026-08-20T09:57:00Z
DOC0000000598,2025,10,AR01,Compañía Modelo Argentina,PC300,Exportación,C000069,MAT00007,36854.58,29157.70,ARS,2026-08-21T09:58:00Z
DOC0000000599,2025,11,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000007,MAT00053,40749.04,25707.67,ARS,2026-08-22T09:59:00Z
DOC0000000600,2025,12,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000309,MAT00004,36985.59,27096.96,UYU,2026-08-23T10:00:00Z
DOC0000000601,2025,1,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000282,MAT00047,69946.38,58352.49,UYU,2026-08-24T10:01:00Z
DOC0000000602,2025,2,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000388,MAT00006,12375.44,10491.65,UYU,2026-08-25T10:02:00Z
DOC0000000603,2025,3,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000357,MAT00106,42897.99,31571.25,UYU,2026-08-26T10:03:00Z
DOC0000000604,2025,4,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000372,MAT00118,49237.75,28710.16,UYU,2026-08-27T10:04:00Z
DOC0000000605,2025,5,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000466,MAT00040,14494.79,10797.09,UYU,2026-08-28T10:05:00Z
DOC0000000606,2025,6,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000321,MAT00108,14403.11,12573.55,UYU,2026-08-29T10:06:00Z
DOC0000000607,2025,7,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000174,MAT00034,32848.37,20319.93,UYU,2026-08-30T10:07:00Z
DOC0000000608,2025,8,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000063,MAT00103,64969.64,44971.44,ARS,2026-08-31T10:08:00Z
DOC0000000609,2025,9,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000152,MAT00113,65359.52,56087.68,ARS,2026-09-01T10:09:00Z
DOC0000000610,2025,10,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000190,MAT00050,50366.45,38588.95,UYU,2026-09-02T10:10:00Z
DOC0000000611,2025,11,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000445,MAT00017,70942.97,59197.25,ARS,2026-09-03T10:11:00Z
DOC0000000612,2025,12,AR01,Compañía Modelo Argentina,PC300,Exportación,C000317,MAT00010,58948.64,38504.95,ARS,2026-09-04T10:12:00Z
DOC0000000613,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000418,MAT00055,11884.13,8360.66,ARS,2026-09-05T10:13:00Z
DOC0000000614,2025,2,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000012,MAT00089,52674.76,32529.97,UYU,2026-09-06T10:14:00Z
DOC0000000615,2025,3,AR01,Compañía Modelo Argentina,PC300,Exportación,C000023,MAT00018,18895.72,14763.47,ARS,2026-09-07T10:15:00Z
DOC0000000616,2025,4,AR01,Compañía Modelo Argentina,PC300,Exportación,C000479,MAT00036,15279.11,13367.09,ARS,2026-09-08T10:16:00Z
DOC0000000617,2025,5,AR01,Compañía Modelo Argentina,PC300,Exportación,C000275,MAT00050,71689.41,56027.07,ARS,2026-09-09T10:17:00Z
DOC0000000618,2025,6,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000350,MAT00083,19981.12,13924.53,ARS,2026-09-10T10:18:00Z
DOC0000000619,2025,7,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000106,MAT00044,69892.04,50252.62,ARS,2026-09-11T10:19:00Z
DOC0000000620,2025,8,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000498,MAT00075,34980.16,27238.72,UYU,2026-09-12T10:20:00Z
DOC0000000621,2025,9,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000019,MAT00016,65787.83,51718.48,UYU,2026-09-13T10:21:00Z
DOC0000000622,2025,10,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000249,MAT00047,74024.32,64038.95,ARS,2026-09-14T10:22:00Z
DOC0000000623,2025,11,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000277,MAT00087,19502.08,15556.22,ARS,2026-09-15T10:23:00Z
DOC0000000624,2025,12,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000063,MAT00104,5204.23,4236.48,UYU,2026-09-16T10:24:00Z
DOC0000000625,2025,1,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000370,MAT00103,33576.19,20380.44,UYU,2026-09-17T10:25:00Z
DOC0000000626,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000069,MAT00081,70840.79,56492.03,ARS,2026-09-18T10:26:00Z
DOC0000000627,2025,3,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000051,MAT00118,68555.24,53829.03,UYU,2026-09-19T10:27:00Z
DOC0000000628,2025,4,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000440,MAT00061,12115.78,8383.60,ARS,2026-09-20T10:28:00Z
DOC0000000629,2025,5,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000181,MAT00007,8368.26,5419.44,ARS,2026-09-21T10:29:00Z
DOC0000000630,2025,6,AR01,Compañía Modelo Argentina,PC300,Exportación,C000080,MAT00045,59067.57,46296.36,ARS,2026-09-22T10:30:00Z
DOC0000000631,2025,7,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000237,MAT00074,19865.54,16513.14,UYU,2026-09-23T10:31:00Z
DOC0000000632,2025,8,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000440,MAT00075,73589.12,52581.86,UYU,2026-09-24T10:32:00Z
DOC0000000633,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000386,MAT00031,31442.02,20349.59,UYU,2026-09-25T10:33:00Z
DOC0000000634,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000372,MAT00119,6273.37,3825.13,UYU,2026-09-26T10:34:00Z
DOC0000000635,2025,11,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000433,MAT00085,16996.31,12031.64,ARS,2026-09-27T10:35:00Z
DOC0000000636,2025,12,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000423,MAT00070,18822.78,13491.47,UYU,2026-09-28T10:36:00Z
DOC0000000637,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000377,MAT00004,9700.78,6531.29,ARS,2026-09-29T10:37:00Z
DOC0000000638,2025,2,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000148,MAT00063,7969.71,4701.58,ARS,2026-09-30T10:38:00Z
DOC0000000639,2025,3,AR01,Compañía Modelo Argentina,PC300,Exportación,C000033,MAT00051,29145.91,19756.28,ARS,2026-10-01T10:39:00Z
DOC0000000640,2025,4,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000051,MAT00055,66712.03,41298.52,UYU,2026-10-02T10:40:00Z
DOC0000000641,2025,5,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000319,MAT00023,47299.61,38262.97,UYU,2026-10-03T10:41:00Z
DOC0000000642,2025,6,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000201,MAT00014,30162.84,25794.60,UYU,2026-10-04T10:42:00Z
DOC0000000643,2025,7,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000239,MAT00028,6510.18,4180.03,ARS,2026-10-05T10:43:00Z
DOC0000000644,2025,8,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000231,MAT00024,27884.05,19746.18,ARS,2026-10-06T10:44:00Z
DOC0000000645,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000055,MAT00035,33993.34,26204.64,UYU,2026-10-07T10:45:00Z
DOC0000000646,2025,10,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000140,MAT00120,29568.99,25041.50,UYU,2026-10-08T10:46:00Z
DOC0000000647,2025,11,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000072,MAT00052,6925.26,5580.84,UYU,2026-10-09T10:47:00Z
DOC0000000648,2025,12,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000360,MAT00025,26123.95,15222.45,ARS,2026-10-10T10:48:00Z
DOC0000000649,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000349,MAT00095,42263.11,24723.97,ARS,2026-10-11T10:49:00Z
DOC0000000650,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000086,MAT00032,9792.64,8555.34,ARS,2026-10-12T10:50:00Z
DOC0000000651,2025,3,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000488,MAT00034,60670.85,42751.82,UYU,2026-10-13T10:51:00Z
DOC0000000652,2025,4,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000231,MAT00080,62181.09,44203.74,ARS,2026-10-14T10:52:00Z
DOC0000000653,2025,5,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000005,MAT00090,24916.75,18466.61,ARS,2026-10-15T10:53:00Z
DOC0000000654,2025,6,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000213,MAT00055,50099.66,43600.90,ARS,2026-10-16T10:54:00Z
DOC0000000655,2025,7,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000436,MAT00080,72606.39,62090.28,UYU,2026-10-17T10:55:00Z
DOC0000000656,2025,8,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000401,MAT00109,20115.36,16567.22,UYU,2026-10-18T10:56:00Z
DOC0000000657,2025,9,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000324,MAT00080,39083.37,23010.29,ARS,2026-10-19T10:57:00Z
DOC0000000658,2025,10,AR01,Compañía Modelo Argentina,PC300,Exportación,C000205,MAT00015,47626.26,29140.54,ARS,2026-10-20T10:58:00Z
DOC0000000659,2025,11,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000110,MAT00115,19717.55,11950.86,UYU,2026-10-21T10:59:00Z
DOC0000000660,2025,12,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000320,MAT00031,22255.32,13542.87,UYU,2026-10-22T11:00:00Z
DOC0000000661,2025,1,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000120,MAT00066,23845.91,20684.14,ARS,2026-10-23T11:01:00Z
DOC0000000662,2025,2,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000024,MAT00110,67729.93,47003.66,UYU,2026-10-24T11:02:00Z
DOC0000000663,2025,3,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000176,MAT00090,59134.27,48068.84,UYU,2026-10-25T11:03:00Z
DOC0000000664,2025,4,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000257,MAT00039,63823.74,47399.40,UYU,2026-10-26T11:04:00Z
DOC0000000665,2025,5,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000390,MAT00030,28450.13,19445.30,UYU,2026-10-27T11:05:00Z
DOC0000000666,2025,6,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000185,MAT00068,18857.54,15210.45,ARS,2026-10-28T11:06:00Z
DOC0000000667,2025,7,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000169,MAT00111,65634.58,45148.54,UYU,2026-10-29T11:07:00Z
DOC0000000668,2025,8,AR01,Compañía Modelo Argentina,PC300,Exportación,C000354,MAT00063,31387.78,25271.01,ARS,2026-10-30T11:08:00Z
DOC0000000669,2025,9,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000037,MAT00109,18833.65,14263.07,ARS,2026-10-31T11:09:00Z
DOC0000000670,2025,10,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000473,MAT00116,54266.80,43469.55,UYU,2026-11-01T11:10:00Z
DOC0000000671,2025,11,AR01,Compañía Modelo Argentina,PC300,Exportación,C000086,MAT00025,73689.01,63263.36,ARS,2026-11-02T11:11:00Z
DOC0000000672,2025,12,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000284,MAT00094,62151.13,54576.09,UYU,2026-11-03T11:12:00Z
DOC0000000673,2025,1,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000122,MAT00053,28262.08,20913.85,UYU,2026-11-04T11:13:00Z
DOC0000000674,2025,2,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000096,MAT00038,54210.30,46459.86,ARS,2026-11-05T11:14:00Z
DOC0000000675,2025,3,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000419,MAT00049,29510.05,22131.14,UYU,2026-11-06T11:15:00Z
DOC0000000676,2025,4,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000163,MAT00032,48235.09,36699.55,ARS,2026-11-07T11:16:00Z
DOC0000000677,2025,5,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000211,MAT00017,42081.23,27969.31,UYU,2026-11-08T11:17:00Z
DOC0000000678,2025,6,AR01,Compañía Modelo Argentina,PC300,Exportación,C000460,MAT00017,72471.27,62729.15,ARS,2026-11-09T11:18:00Z
DOC0000000679,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000201,MAT00022,46943.35,39760.56,UYU,2026-11-10T11:19:00Z
DOC0000000680,2025,8,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000001,MAT00118,40397.06,29963.17,UYU,2026-11-11T11:20:00Z
DOC0000000681,2025,9,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000118,MAT00003,32313.66,20609.27,UYU,2026-11-12T11:21:00Z
DOC0000000682,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000209,MAT00072,41436.92,24039.75,UYU,2026-11-13T11:22:00Z
DOC0000000683,2025,11,AR01,Compañía Modelo Argentina,PC300,Exportación,C000160,MAT00094,53887.77,39073.76,ARS,2026-11-14T11:23:00Z
